id,Director
11873,Paul Newman
77930,Channing Tatum
4547,Jodie Foster
11007,Steve Martin
9799,Paul Walker
592,Gene Hackman
8840,Dennis Quaid
5780,Paul Newman
584,Paul Walker
9641,Steve Martin
10678,Steve Martin
6977,Tommy Lee Jones
597,Kate Winslet
19995,Sam Worthington
557,Tobey Maguire
558,Tobey Maguire
9880,Anne Hathaway
228194,Helen Mirren
11130,Anne Hathaway
1165,Helen Mirren
559,Tobey Maguire
256961,Kevin James
76341,Tom Hardy
137,Bill Murray
607,Tommy Lee Jones
957,Mel Brooks
10156,Mel Brooks
10890,Bill Murray
12535,Mel Brooks
435,Dennis Quaid
608,Tommy Lee Jones
32823,Jonah Hill
13475,Chris Pine
54138,Chris Pine
9428,Gene Hackman
11697,John Wayne
1779,Michael Moore
179,Nicole Kidman
11362,Jim Caviezel
2359,Michael Moore
1430,Michael Moore
4584,Kate Winslet
13909,John Wayne
187017,Jonah Hill
9759,Chris Evans
64688,Channing Tatum
24420,Eric Bana
276907,Tom Hardy
8355,Ray Romano
950,Ray Romano
48289,Helen Mirren
9315,Jodie Foster
15875,John Wayne
10521,Anne Hathaway
18823,Sam Worthington
9767,Vince Vaughn
1927,Eric Bana
38317,Kevin James
14560,Kevin James
1891,Mark Hamill
11,Mark Hamill
57165,Sam Worthington
100402,Chris Evans
24226,Paul Newman
64690,Ryan Gosling
22881,Sandra Bullock
470,Sean Penn
271110,Chris Evans
425,Ray Romano
10139,Sean Penn
590,Nicole Kidman
8363,Jonah Hill
615,Jim Caviezel
824,Nicole Kidman
18533,Tom Hardy
18240,Sandra Bullock
9036,Paul Walker
9762,Channing Tatum
188927,Chris Pine
245,Hugh Grant
712,Hugh Grant
140823,Emma Thompson
8536,Gene Hackman
8055,Kate Winslet
136795,Sandra Bullock
10316,Ryan Gosling
14635,Dennis Quaid
9472,Vince Vaughn
11283,Emma Thompson
232679,Jim Caviezel
9437,Morgan Freeman
35688,Tyler Perry
17202,Tyler Perry
16781,Tyler Perry
24021,Kristen Stewart
8966,Kristen Stewart
18239,Kristen Stewart
77987,Ryan Gosling
153,Bill Murray
12193,Vince Vaughn
